w453	t433	5
w462	t929	3
w309	t437	5
w809	t364	5
w671	t485	3
w567	t972	1
w179	t937	5
w750	t558	3
w764	t176	5
w779	t614	3
w256	t545	5
w160	t25	3
w442	t679	3
w319	t32	5
w578	t137	2
w706	t552	1
w329	t469	5
w557	t66	5
w182	t980	5
w37	t559	4
w109	t730	3
w676	t540	3
w154	t1007	3
w487	t1004	3
w730	t896	1
w563	t87	3
w403	t89	5
w560	t92	3
w48	t152	5
w605	t253	2
w236	t744	5
w818	t409	1
w0	t191	3
w546	t8	3
w173	t742	5
w816	t500	3
w764	t476	5
w528	t532	5
w562	t1019	5
w103	t137	3
w348	t14	4
w14	t227	2
w148	t933	4
w172	t409	3
w817	t287	3
w650	t659	3
w826	t278	3
w818	t249	1
w698	t965	3
w551	t722	3
w453	t440	3
w530	t735	3
w245	t1037	3
w272	t373	3
w412	t29	3
w495	t818	5
w736	t535	5
w442	t465	5
w253	t557	1
w319	t995	3
w428	t801	3
w765	t237	3
w74	t1051	2
w517	t258	5
w120	t38	5
w414	t987	3
w578	t729	3
w197	t569	3
w448	t998	3
w415	t667	3
w719	t709	5
w594	t216	5
w372	t979	3
w497	t992	5
w37	t711	3
w101	t522	3
w305	t94	5
w139	t647	3
w775	t938	3
w245	t437	5
w151	t1031	5
w702	t452	5
w557	t675	4
w807	t670	3
w517	t115	3
w292	t371	3
w477	t234	3
w494	t374	3
w366	t945	3
w609	t751	3
w385	t135	2
w420	t79	3
w556	t290	3
w222	t1046	3
w274	t1002	3
w565	t409	5
w517	t605	5
w745	t943	1
w700	t192	5
w172	t729	3
w191	t237	3
w435	t1003	3
w645	t830	3
w207	t344	5
w677	t769	3
w308	t567	3
w112	t51	5
w76	t538	4
w424	t1043	2
w236	t200	1
w84	t310	1
w66	t810	3
w550	t1042	3
w102	t606	5
w369	t957	5
w481	t568	2
w745	t163	2
w223	t1022	3
w792	t357	3
w634	t913	3
w495	t163	3
w581	t119	5
w14	t272	3
w543	t403	3
w528	t705	3
w692	t412	3
w58	t624	5
w737	t126	3
w626	t204	3
w437	t801	1
w171	t176	5
w505	t266	5
w806	t467	5
w477	t749	3
w364	t773	1
w689	t192	5
w162	t23	3
w510	t36	4
w216	t86	3
w634	t363	5
w700	t556	3
w551	t612	5
w663	t98	1
w388	t901	2
w777	t824	5
w227	t834	5
w831	t919	5
w350	t575	2
w127	t386	1
w77	t361	3
w542	t163	3
w31	t216	5
w55	t960	3
w54	t566	5
w101	t402	1
w22	t1042	3
w587	t208	5
w297	t226	3
w358	t258	5
w141	t737	3
w698	t883	5
w457	t584	3
w63	t721	5
w313	t630	2
w760	t287	3
w802	t155	4
w435	t941	1
w46	t179	5
w236	t112	4
w499	t876	3
w636	t623	2
w413	t878	3
w579	t1038	3
w731	t728	3
w315	t719	3
w587	t830	3
w435	t660	2
w635	t917	3
w313	t740	3
w85	t469	5
w544	t1020	5
w166	t735	3
w287	t0	2
w313	t870	5
w463	t286	2
w610	t506	5
w789	t1049	3
w244	t267	4
w126	t730	3
w309	t469	5
w664	t644	1
w102	t648	2
w207	t526	3
w25	t487	5
w112	t716	3
w354	t1032	5
w502	t936	1
w759	t937	5
w127	t677	1
w201	t254	3
w54	t479	5
w581	t50	3
w83	t623	2
w537	t833	3
w116	t966	2
w50	t558	3
w503	t1003	4
w672	t982	3
w468	t67	5
w607	t921	3
w640	t65	1
w616	t547	5
w241	t292	3
w173	t901	3
w235	t40	5
w671	t567	3
w231	t539	3
w759	t292	3
w241	t171	3
w567	t916	5
w624	t508	4
w300	t971	3
w58	t603	3
w594	t368	1
w277	t201	5
w728	t249	3
w213	t435	3
w164	t425	3
w444	t887	3
w68	t828	2
w616	t21	5
w766	t86	3
w725	t0	2
w555	t881	3
w564	t825	3
w486	t525	3
w546	t886	5
w367	t128	2
w313	t593	5
w448	t509	4
w297	t582	2
w833	t470	3
w277	t641	5
w178	t1016	3
w103	t13	3
w37	t390	2
w127	t283	4
w257	t43	3
w296	t646	3
w429	t88	1
w127	t95	3
w366	t454	2
w300	t978	2
w634	t304	3
w236	t508	1
w457	t571	1
w272	t197	3
w531	t736	4
w547	t16	3
w234	t480	1
w412	t165	5
w628	t183	5
w654	t219	3
w705	t939	3
w516	t546	5
w270	t65	3
w654	t491	5
w700	t181	1
w626	t518	3
w165	t160	3
w776	t607	5
w130	t766	3
w270	t648	2
w64	t612	5
w567	t188	5
w657	t1019	5
w774	t686	3
w52	t1019	5
w96	t1010	5
w509	t602	5
w237	t31	5
w25	t369	3
w33	t48	5
w145	t1030	3
w553	t423	5
w428	t128	3
w81	t130	5
w204	t467	5
w396	t455	3
w487	t333	3
w226	t1006	5
w803	t385	1
w699	t495	3
w13	t130	5
w171	t146	3
w519	t827	3
w150	t593	1
w634	t427	3
w276	t1019	5
w412	t147	5
w54	t825	3
w748	t353	5
w465	t903	4
w188	t638	3
w294	t744	5
w565	t115	1
w103	t292	3
w252	t31	3
w157	t903	4
w784	t313	5
w717	t504	5
w35	t47	3
w284	t441	3
w467	t1027	3
w636	t283	5
w502	t1047	3
w576	t639	1
w648	t986	4
w16	t539	3
w583	t871	4
w665	t1050	3
w735	t217	4
w236	t979	3
w622	t548	3
w410	t509	4
w203	t81	5
w778	t179	4
w761	t702	5
w1	t1003	3
w211	t377	3
w421	t722	3
w533	t406	3
w282	t527	3
w184	t513	5
w320	t88	2
w511	t38	5
w764	t92	3
w193	t1006	5
w826	t198	3
w520	t12	1
w185	t152	5
w396	t197	3
w268	t805	2
w686	t603	3
w331	t369	3
w595	t899	5
w467	t1018	5
w577	t526	5
w820	t751	3
w249	t951	3
w577	t633	3
w78	t995	1
w391	t882	5
w242	t167	3
w102	t593	5
w689	t394	5
w738	t243	3
w181	t336	1
w247	t592	1
w162	t509	2
w753	t288	3
w597	t109	3
w148	t603	3
w763	t406	3
w51	t831	3
w252	t99	2
w643	t70	3
w44	t140	3
w519	t500	3
w295	t578	2
w138	t533	3
w84	t119	5
w466	t1019	5
w162	t32	4
w184	t547	5
w308	t44	3
w387	t641	5
w301	t396	1
w456	t140	1
w230	t507	1
w187	t718	3
w176	t990	5
w542	t974	3
w469	t477	3
w18	t827	3
w219	t1047	3
w215	t987	3
w720	t935	5
w755	t691	5
w389	t768	5
w499	t791	3
w534	t249	1
w60	t130	5
w432	t427	3
w74	t700	5
w309	t674	4
w317	t179	5
w104	t1035	3
w706	t580	3
w729	t520	3
w255	t844	5
w1	t292	3
w742	t278	3
w238	t653	3
w670	t64	5
w103	t163	3
w583	t467	5
w88	t72	3
w569	t447	2
w243	t553	5
w73	t716	3
w82	t62	5
w70	t676	3
w429	t965	1
w22	t817	3
w601	t963	5
w67	t679	1
w574	t656	5
w517	t557	3
w767	t916	5
w601	t106	5
w680	t489	3
w432	t98	1
w602	t685	1
w94	t670	3
w415	t524	3
w485	t998	1
w228	t207	3
w767	t729	3
w593	t1027	3
w785	t841	4
w353	t967	5
w141	t380	4
w381	t434	5
w282	t880	5
w631	t690	3
w366	t583	5
w236	t723	3
w641	t615	3
w89	t785	5
w745	t1049	5
w184	t573	3
w742	t634	3
w292	t592	1
w260	t731	3
w253	t756	3
w465	t916	1
w33	t67	5
w276	t745	5
w259	t1015	4
w743	t806	5
w704	t205	3
w373	t778	4
w530	t1036	3
w541	t537	4
w95	t387	2
w685	t482	5
w551	t669	3
w666	t81	5
w453	t885	5
w700	t267	4
w244	t714	3
w322	t883	1
w272	t725	3
w442	t794	3
w37	t397	3
w656	t337	2
w266	t652	2
w93	t107	3
w373	t592	1
w448	t678	4
w371	t50	3
w82	t994	3
w799	t356	1
w284	t44	3
w186	t438	3
w736	t476	5
w268	t89	4
w335	t491	5
w200	t851	3
w25	t654	3
w716	t379	5
w236	t199	3
w583	t986	4
w189	t258	4
w84	t16	3
w77	t682	5
w157	t905	3
w362	t894	5
w467	t823	3
w135	t97	3
w218	t818	1
w171	t613	1
w124	t766	5
w244	t406	1
w743	t599	3
w420	t734	5
w97	t423	5
w48	t745	5
w130	t641	5
w687	t911	5
w798	t928	3
w262	t269	2
w687	t863	2
w147	t278	3
w301	t64	3
w3	t227	3
w530	t183	3
w524	t156	3
w811	t672	3
w144	t1030	3
w671	t953	5
w386	t849	5
w687	t960	3
w772	t714	3
w76	t807	3
w382	t679	3
w644	t247	3
w110	t670	3
w605	t709	5
w668	t189	5
w154	t473	5
w505	t286	2
w3	t67	5
w827	t412	3
w68	t299	3
w184	t1051	2
w73	t293	4
w357	t191	3
w720	t799	3
w446	t462	3
w723	t120	4
w48	t577	3
w338	t937	4
w273	t108	3
w171	t596	3
w232	t296	3
w636	t279	1
w107	t531	5
w132	t64	1
w275	t832	3
w259	t499	3
w271	t286	2
w178	t146	3
w792	t406	3
w284	t680	3
w351	t59	4
w680	t191	3
w7	t284	3
w196	t80	3
w314	t433	4
w190	t816	5
w475	t499	3
w661	t629	3
w730	t877	3
w303	t890	3
w713	t574	5
w830	t1049	5
w335	t162	3
w334	t816	3
w99	t167	3
w639	t643	3
w751	t670	3
w495	t537	4
w223	t700	1
w729	t341	3
w602	t924	3
w174	t554	3
w344	t1022	5
w738	t103	5
w98	t972	1
w204	t1044	3
w627	t745	5
w214	t230	3
w101	t673	5
w294	t309	1
w451	t515	3
w684	t1014	3
w603	t873	3
w603	t484	5
w240	t75	3
w222	t839	3
w773	t244	3
w218	t592	5
w369	t577	3
w96	t455	3
w754	t632	5
w549	t419	3
w164	t302	5
w195	t909	5
w497	t180	5
w303	t930	3
w159	t452	5
w757	t675	5
w494	t1015	4
w450	t179	4
w365	t809	2
w519	t1026	1
w265	t901	2
w824	t902	3
w703	t261	5
w609	t849	5
w647	t476	5
w10	t504	3
w378	t871	5
w623	t362	3
w514	t748	5
w420	t774	5
w767	t1049	5
w734	t436	3
w20	t628	3
w202	t226	3
w210	t138	3
w143	t413	2
w353	t3	1
w506	t486	3
w297	t203	3
w733	t920	5
w665	t888	3
w664	t883	5
w84	t399	5
w59	t1047	3
w413	t943	5
w143	t578	2
w830	t320	3
w680	t88	3
w625	t994	1
w46	t934	1
w103	t96	3
w268	t245	5
w497	t1043	3
w818	t504	3
w600	t735	3
w752	t216	5
w532	t306	5
w184	t668	3
w529	t368	3
w644	t184	5
w152	t589	3
w256	t824	5
w635	t130	1
w445	t167	3
w184	t968	5
w543	t721	5
w276	t387	2
w44	t357	3
w688	t656	5
w650	t352	3
w617	t62	4
w687	t966	2
w593	t597	4
w828	t919	5
w712	t242	5
w824	t411	1
w299	t321	3
w234	t666	3
w214	t729	3
w323	t576	3
w767	t492	3
w786	t536	1
w400	t999	3
w337	t275	3
w204	t692	3
w215	t246	5
w204	t679	3
w626	t926	3
w15	t828	4
w721	t138	3
w686	t947	3
w514	t806	5
w770	t535	4
w585	t665	5
w657	t211	1
w492	t412	3
w820	t103	5
w460	t153	3
w297	t844	5
w647	t535	1
w317	t832	1
w270	t33	5
w178	t80	5
w624	t429	5
w713	t237	3
w573	t828	2
w240	t469	5
w362	t968	5
w67	t561	3
w597	t548	3
w37	t154	5
w442	t883	5
w818	t163	3
w525	t714	3
w420	t395	5
w357	t559	4
w603	t820	3
w50	t416	5
w404	t422	3
w480	t438	3
w481	t144	3
w413	t937	5
w325	t934	5
w276	t438	3
w391	t365	3
w333	t933	1
w140	t751	3
w446	t210	4
w313	t540	3
w807	t172	5
w531	t892	4
w277	t737	2
w372	t406	3
w550	t895	4
w529	t113	5
w420	t803	3
w500	t632	5
w517	t901	3
w156	t623	2
w768	t959	5
w570	t857	3
w103	t51	5
w668	t266	5
w147	t794	3
w746	t303	1
w184	t55	3
w178	t877	3
w126	t646	3
w772	t99	3
w694	t766	3
w396	t528	3
w57	t899	5
w668	t966	2
w238	t657	5
w198	t334	5
w738	t857	3
w398	t117	5
w216	t323	5
w224	t947	3
w491	t861	3
w394	t706	3
w469	t316	3
w169	t361	3
w256	t745	5
w778	t787	3
w416	t14	4
w542	t749	3
w288	t591	5
w148	t130	5
w33	t314	3
w345	t878	3
w236	t534	5
w808	t607	5
w464	t603	3
w628	t91	3
w442	t536	5
w187	t558	2
w565	t558	2
w767	t387	3
w808	t716	3
w4	t623	2
w153	t140	3
w396	t697	3
w543	t269	2
w236	t364	3
w737	t687	3
w4	t960	1
w706	t114	5
w200	t412	3
w277	t343	5
w804	t72	3
w639	t455	3
w277	t26	5
w152	t335	2
w835	t387	2
w725	t785	1
w211	t686	3
w525	t818	1
w443	t364	5
w651	t654	3
w391	t773	1
w350	t284	3
w796	t818	5
w333	t180	5
w743	t944	3
w266	t753	3
w763	t883	1
w168	t284	3
w796	t130	5
w124	t959	4
w8	t407	5
w451	t990	5
w803	t368	1
w214	t438	3
w64	t953	5
w52	t115	1
w298	t876	3
w126	t380	4
w341	t661	3
w699	t413	2
w37	t849	5
w745	t347	5
w743	t529	5
w427	t344	5
w513	t674	5
w316	t778	3
w189	t230	3
w367	t902	3
w335	t93	3
w1	t653	3
w46	t176	5
w467	t231	5
w692	t239	3
w412	t371	3
w467	t829	3
w803	t258	5
w660	t816	3
w632	t717	3
w340	t161	3
w692	t118	3
w787	t901	3
w508	t293	5
w807	t51	5
w612	t151	5
w173	t608	2
w522	t1	3
w388	t230	3
w722	t858	3
w270	t148	3
w600	t556	3
w382	t267	4
w219	t959	4
w574	t86	3
w105	t814	5
w575	t261	5
w788	t78	2
w325	t135	3
w60	t916	5
w744	t296	3
w79	t499	3
w298	t705	3
w781	t870	5
w518	t105	3
w554	t958	3
w634	t445	3
w547	t258	5
w19	t104	3
w629	t301	2
w172	t558	3
w509	t1015	4
w453	t506	5
w110	t163	3
w506	t46	3
w232	t301	3
w430	t141	5
w64	t722	3
w716	t555	5
w50	t48	5
w497	t692	3
w519	t885	3
w294	t594	3
w157	t888	3
w312	t169	3
w449	t495	3
w306	t94	5
w33	t1038	3
w813	t386	3
w20	t372	3
w821	t23	3
w716	t842	1
w789	t873	1
w462	t243	1
w654	t69	4
w767	t34	3
w538	t960	1
w115	t374	3
w138	t61	3
w807	t684	1
w155	t939	3
w346	t607	5
w37	t267	4
w58	t425	3
w402	t308	3
w813	t916	5
w614	t286	2
w480	t729	3
w769	t315	1
w129	t805	2
w706	t839	2
w305	t393	5
w690	t223	5
w178	t458	5
w712	t1003	4
w692	t24	5
w675	t314	2
w600	t846	5
w712	t223	1
w392	t185	3
w688	t1030	3
w7	t703	3
w320	t729	3
w336	t315	1
w12	t703	3
w344	t735	3
w125	t745	5
w405	t367	3
w645	t834	5
w287	t444	3
w633	t240	3
w168	t833	3
w468	t1030	3
w23	t357	3
w12	t59	4
w394	t829	3
w338	t279	1
w233	t811	5
w801	t197	3
w465	t928	3
w766	t1029	5
w594	t1014	3
w455	t719	3
w442	t603	3
w583	t511	3
w22	t791	3
w196	t239	3
w627	t380	4
w815	t945	3
w67	t357	3
w33	t151	5
w195	t586	1
w567	t100	3
w103	t722	3
w140	t422	3
w175	t246	5
w204	t22	3
w225	t189	3
w746	t611	3
w313	t333	3
w160	t259	3
w769	t350	3
w93	t185	3
w11	t962	3
w688	t79	2
w664	t481	5
w139	t1030	3
w720	t141	5
w524	t987	3
w137	t270	3
w485	t497	5
w692	t859	5
w353	t352	3
w171	t87	3
w143	t700	5
w380	t123	3
w318	t856	3
w177	t559	4
w492	t959	5
w722	t151	5
w410	t406	3
w345	t428	3
w28	t553	5
w271	t435	3
w675	t36	5
w184	t589	3
w704	t3	3
w764	t93	3
w678	t755	1
w208	t749	3
w130	t363	4
w781	t964	5
w458	t107	3
w779	t20	2
w835	t818	1
w582	t964	5
w16	t854	5
w605	t703	3
w745	t217	3
w326	t363	5
w469	t160	3
w54	t135	2
w405	t231	1
w452	t790	3
w195	t188	5
w413	t111	3
w169	t880	5
w355	t456	5
w322	t230	3
w365	t673	5
w33	t195	4
w481	t837	3
w717	t205	1
w260	t120	5
w469	t587	3
w425	t619	3
w344	t986	2
w727	t568	2
w292	t278	3
w34	t858	3
w110	t608	3
w372	t224	3
w727	t1040	3
w802	t662	5
w778	t69	4
w23	t278	3
w313	t976	4
w195	t78	3
w295	t530	4
w767	t525	3
w203	t807	3
w21	t985	5
w764	t1005	5
w96	t308	3
w126	t558	3
w155	t593	5
w497	t263	5
w778	t845	5
w359	t576	3
w121	t931	3
w762	t119	5
w626	t222	2
w711	t49	3
w373	t249	1
w509	t950	3
w364	t880	5
w591	t341	5
w157	t465	5
w138	t561	1
w720	t923	3
w410	t1043	3
w665	t599	3
w558	t742	5
w755	t652	3
w40	t947	3
w56	t133	5
w761	t1041	3
w298	t467	5
w509	t554	1
w138	t839	2
w274	t359	2
w52	t818	5
w54	t746	3
w719	t750	1
w391	t585	5
w738	t711	3
w713	t305	1
w524	t26	5
w59	t76	5
w99	t1	3
w597	t242	5
w594	t679	1
w5	t23	3
w535	t507	1
w141	t555	5
w397	t977	3
w695	t255	3
w688	t662	5
w751	t797	5
w335	t246	5
w599	t7	3
w369	t9	3
w31	t249	3
w821	t980	3
w716	t466	3
w87	t565	3
w112	t293	4
w619	t500	3
w59	t199	3
w389	t112	5
w652	t360	5
w467	t963	5
w373	t947	3
w206	t778	3
w112	t537	4
w58	t278	3
w741	t827	3
w448	t1041	1
w230	t789	3
w416	t192	1
w347	t210	5
w648	t895	3
w316	t319	3
w788	t855	3
w653	t807	3
w626	t496	4
w17	t175	5
w179	t207	3
w578	t749	3
w389	t676	3
w311	t559	4
w646	t436	3
w323	t177	2
w734	t521	5
w1	t537	4
w202	t193	5
w655	t508	5
w10	t64	5
w696	t230	3
w664	t1038	3
w371	t758	1
w151	t588	3
w513	t996	3
w485	t788	3
w593	t822	5
w184	t600	4
w707	t334	3
w768	t687	5
w267	t416	5
w105	t929	3
w280	t627	3
w622	t695	2
w605	t449	3
w556	t852	3
w640	t736	4
w246	t620	3
w171	t705	1
w49	t263	3
w114	t809	3
w831	t624	1
w48	t616	3
w747	t229	3
w456	t364	5
w337	t261	5
w4	t783	3
w526	t117	3
w126	t343	5
w289	t690	3
w730	t859	5
w391	t1050	3
w210	t630	2
w175	t44	3
w18	t467	5
w728	t901	3
w321	t803	2
w375	t787	3
w809	t385	1
w260	t175	5
w533	t267	4
w567	t280	3
w809	t16	3
w348	t34	3
w144	t962	3
w513	t330	3
w161	t88	3
w195	t14	3
w60	t319	3
w622	t319	3
w192	t656	5
w115	t153	1
w365	t63	3
w803	t88	2
w688	t323	5
w309	t392	5
w520	t183	2
w723	t694	3
w686	t115	1
w263	t352	3
w622	t137	2
w460	t825	3
w530	t685	3
w715	t140	1
w538	t248	5
w127	t612	5
w494	t794	5
w29	t608	3
w513	t1035	3
w505	t949	1
w462	t343	5
w713	t185	3
w276	t479	4
w719	t711	1
w144	t79	3
w834	t183	4
w123	t865	3
w771	t106	5
w700	t646	3
w220	t479	5
w623	t181	1
w147	t742	5
w438	t783	4
w25	t973	5
w143	t752	3
w148	t915	3
w497	t606	1
w195	t394	1
w84	t376	3
w164	t585	1
w48	t153	3
w146	t505	4
w26	t606	5
w278	t670	3
w767	t141	5
w817	t407	5
w570	t906	5
w41	t882	5
w534	t235	3
w709	t1014	3
w626	t425	3
w244	t870	5
w720	t766	5
w193	t692	3
w680	t40	5
w451	t123	3
w106	t16	3
w348	t509	4
w592	t152	5
w478	t1001	3
w572	t374	3
w826	t807	3
w54	t58	3
w620	t494	3
w146	t336	1
w62	t352	3
w364	t415	3
w100	t544	3
w597	t293	4
w451	t682	5
w835	t357	1
w250	t773	3
w297	t78	2
w420	t213	3
w545	t484	1
w214	t830	3
w131	t745	1
w816	t237	3
w194	t603	3
w783	t849	5
w607	t193	5
w361	t761	3
w805	t525	3
w100	t772	5
w698	t409	3
w593	t98	5
w146	t67	5
w335	t845	1
w65	t778	3
w352	t905	3
w771	t453	3
w243	t758	1
w823	t104	3
w797	t406	3
w599	t718	2
w599	t889	4
w706	t116	3
w126	t32	5
w92	t961	5
w60	t608	3
w761	t936	1
w803	t917	1
w199	t957	5
w21	t539	3
w736	t161	3
w300	t617	5
w745	t919	5
w33	t599	3
w585	t661	1
w629	t766	5
w708	t806	5
w296	t490	4
w502	t959	4
w684	t1044	3
w567	t78	3
w250	t94	5
w534	t654	3
w442	t140	3
w258	t11	3
w775	t942	5
w606	t278	3
w706	t444	5
w212	t212	3
w696	t713	3
w168	t703	3
w539	t182	5
w442	t903	5
w261	t887	3
w193	t965	1
w192	t652	3
w544	t350	3
w300	t798	3
w614	t374	3
w242	t553	3
w167	t258	5
w391	t638	3
w313	t650	2
w807	t3	3
w17	t289	3
w507	t537	4
w763	t228	3
w360	t965	1
w318	t810	5
w453	t3	1
w159	t169	3
w460	t814	5
w478	t397	3
w449	t817	3
w171	t138	3
w90	t777	5
w590	t634	3
w562	t387	2
w333	t606	1
w579	t11	1
w525	t216	5
w98	t292	3
w610	t688	3
w708	t165	5
w145	t650	2
w316	t438	3
w184	t63	3
w373	t151	5
w606	t569	3
w806	t330	3
w383	t133	5
w48	t906	5
w37	t929	3
w465	t248	5
w633	t315	1
w618	t869	5
w100	t678	2
w256	t594	3
w117	t462	3
w453	t56	5
w628	t533	3
w12	t900	2
w823	t879	5
w448	t420	3
w400	t661	1
w651	t175	5
w655	t523	3
w625	t328	1
w661	t686	3
w660	t911	1
w130	t719	4
w740	t103	5
w606	t308	3
w397	t107	1
w420	t525	3
w24	t167	3
w232	t270	1
w104	t1019	5
w802	t377	3
w142	t962	3
w588	t79	3
w741	t627	3
w274	t113	5
w30	t110	3
w434	t550	5
w525	t16	3
w340	t560	2
w314	t448	3
w351	t971	3
w546	t701	1
w321	t1030	3
w536	t494	3
w173	t561	3
w59	t600	4
w812	t342	3
w55	t225	3
w256	t755	1
w661	t838	3
w448	t528	3
w480	t251	4
w275	t787	3
w740	t342	2
w341	t344	5
w477	t1038	3
w585	t829	3
w158	t100	1
w594	t833	3
w472	t583	5
w305	t823	2
w774	t504	3
w248	t93	5
w275	t92	3
w243	t694	3
w74	t495	3
w574	t323	5
w18	t167	3
w628	t302	5
w273	t446	1
w376	t396	1
w121	t341	3
w597	t644	5
w48	t244	3
w478	t224	1
w713	t816	3
w97	t180	5
w51	t492	3
w110	t686	3
w162	t333	3
w665	t543	3
w84	t974	3
w368	t267	4
w802	t656	5
w395	t685	3
w23	t438	3
w494	t974	3
w519	t551	1
w194	t624	3
w113	t216	5
w387	t818	1
w566	t404	3
w198	t631	2
w578	t279	5
w115	t919	5
w300	t1015	4
w421	t613	3
w472	t345	5
w5	t995	3
w686	t805	2
w253	t299	3
w102	t65	1
w221	t267	4
w603	t920	5
w633	t350	3
w711	t724	5
w651	t169	3
w47	t828	4
w279	t619	3
w559	t883	1
w597	t766	3
w395	t302	5
w126	t108	5
w126	t974	3
w285	t713	3
w182	t521	5
w794	t366	3
w60	t438	3
w422	t257	5
w113	t947	5
w752	t947	3
w537	t806	3
w574	t762	2
w506	t418	3
w30	t422	3
w225	t623	2
w445	t973	5
w472	t337	2
w284	t157	3
w436	t1012	1
w584	t61	3
w768	t145	2
w536	t235	3
w686	t561	1
w554	t260	3
